2,68,1,0.952381,1,0.00466,0.0952381,0,0,0.238095,1,0,0.857143,0,0.004,0.619048,0,0.0186
2,68,1,0.0952381,0,0,0.238095,1,0,0.857143,0,0.004,0.619048,0,0.0186,0.52381,1,0.03438
2,68,1,0.238095,1,0,0.857143,0,0.004,0.619048,0,0.0186,0.52381,1,0.03438,0.809524,1,0.090858
2,68,1,0.857143,0,0.004,0.619048,0,0.0186,0.52381,1,0.03438,0.809524,1,0.090858,0.142857,0,0.037004
2,68,1,0.619048,0,0.0186,0.52381,1,0.03438,0.809524,1,0.090858,0.142857,0,0.037004,0.571429,1,0.028798
2,68,1,0.52381,1,0.03438,0.809524,1,0.090858,0.142857,0,0.037004,0.571429,1,0.028798,0.714286,0,0.004672
2,68,1,0.809524,1,0.090858,0.142857,0,0.037004,0.571429,1,0.028798,0.714286,0,0.004672,0.285714,0,0.005188
2,68,1,0.142857,0,0.037004,0.571429,1,0.028798,0.714286,0,0.004672,0.285714,0,0.005188,0.761905,1,0.044138
2,68,1,0.571429,1,0.028798,0.714286,0,0.004672,0.285714,0,0.005188,0.761905,1,0.044138,0.904762,0,0.015042
2,68,1,0.714286,0,0.004672,0.285714,0,0.005188,0.761905,1,0.044138,0.904762,0,0.015042,0.666667,1,0
2,68,1,0.285714,0,0.005188,0.761905,1,0.044138,0.904762,0,0.015042,0.666667,1,0,0.428571,0,0.021452
2,68,1,0.761905,1,0.044138,0.904762,0,0.015042,0.666667,1,0,0.428571,0,0.021452,0.380952,1,0.017934
2,68,1,0.904762,0,0.015042,0.666667,1,0,0.428571,0,0.021452,0.380952,1,0.017934,0.333333,0,0.885074
2,68,1,0.666667,1,0,0.428571,0,0.021452,0.380952,1,0.017934,0.333333,0,0.885074,0.47619,1,0.038992
3,64,1,0.952381,1,0.186036,0.0952381,0,0.195889,0.238095,1,0.100988,0.857143,0,0.557371,0.619048,0,0.275942
3,64,1,0.0952381,0,0.195889,0.238095,1,0.100988,0.857143,0,0.557371,0.619048,0,0.275942,0.52381,1,0.017057
3,64,1,0.238095,1,0.100988,0.857143,0,0.557371,0.619048,0,0.275942,0.52381,1,0.017057,0.809524,1,0.013679
3,64,1,0.857143,0,0.557371,0.619048,0,0.275942,0.52381,1,0.017057,0.809524,1,0.013679,0.142857,0,0
3,64,1,0.619048,0,0.275942,0.52381,1,0.017057,0.809524,1,0.013679,0.142857,0,0,0.571429,1,0.013783
3,64,1,0.52381,1,0.017057,0.809524,1,0.013679,0.142857,0,0,0.571429,1,0.013783,0.714286,0,0.042907
3,64,1,0.809524,1,0.013679,0.142857,0,0,0.571429,1,0.013783,0.714286,0,0.042907,0.285714,0,0.083148
3,64,1,0.142857,0,0,0.571429,1,0.013783,0.714286,0,0.042907,0.285714,0,0.083148,0.761905,1,0.19918
3,64,1,0.571429,1,0.013783,0.714286,0,0.042907,0.285714,0,0.083148,0.761905,1,0.19918,0.904762,0,0.459057
3,64,1,0.714286,0,0.042907,0.285714,0,0.083148,0.761905,1,0.19918,0.904762,0,0.459057,0.666667,1,0
3,64,1,0.285714,0,0.083148,0.761905,1,0.19918,0.904762,0,0.459057,0.666667,1,0,0.428571,0,0
3,64,1,0.761905,1,0.19918,0.904762,0,0.459057,0.666667,1,0,0.428571,0,0,0.380952,1,0.290043
3,64,1,0.904762,0,0.459057,0.666667,1,0,0.428571,0,0,0.380952,1,0.290043,0.333333,0,0.234803
3,64,1,0.666667,1,0,0.428571,0,0,0.380952,1,0.290043,0.333333,0,0.234803,0.47619,1,0.198911
4,79,1,0.952381,1,0.649854,0.0952381,0,0.018226,0.238095,1,0.444788,0.857143,0,0.083716,0.619048,0,0.05646
4,79,1,0.0952381,0,0.018226,0.238095,1,0.444788,0.857143,0,0.083716,0.619048,0,0.05646,0.52381,1,0.449106
4,79,1,0.238095,1,0.444788,0.857143,0,0.083716,0.619048,0,0.05646,0.52381,1,0.449106,0.809524,1,0.46691
4,79,1,0.857143,0,0.083716,0.619048,0,0.05646,0.52381,1,0.449106,0.809524,1,0.46691,0.142857,0,0.030354
4,79,1,0.619048,0,0.05646,0.52381,1,0.449106,0.809524,1,0.46691,0.142857,0,0.030354,0.571429,1,0.075162
4,79,1,0.52381,1,0.449106,0.809524,1,0.46691,0.142857,0,0.030354,0.571429,1,0.075162,0.714286,0,0.051204
4,79,1,0.809524,1,0.46691,0.142857,0,0.030354,0.571429,1,0.075162,0.714286,0,0.051204,0.285714,0,0.026492
4,79,1,0.142857,0,0.030354,0.571429,1,0.075162,0.714286,0,0.051204,0.285714,0,0.026492,0.761905,1,0
4,79,1,0.571429,1,0.075162,0.714286,0,0.051204,0.285714,0,0.026492,0.761905,1,0,0.904762,0,0.385646
4,79,1,0.714286,0,0.051204,0.285714,0,0.026492,0.761905,1,0,0.904762,0,0.385646,0.666667,1,0.050514
